variables,type,units,values,description
rotorse.rs.strains.M2,intermediate,N*m,"[ 3.66669847e+07  3.45430917e+07  4.07175118e+07  2.64392824e+07
  1.20587245e+07  5.30463605e+06  1.83055330e+06 -2.55478865e+04
 -1.23798432e+06 -1.88900782e+06 -2.13248601e+06 -2.15435393e+06
 -2.06938026e+06 -1.92704848e+06 -1.75373676e+06 -1.55670264e+06
 -1.35788247e+06 -1.17211796e+06 -9.99476342e+05 -8.41892516e+05
 -6.42611772e+05 -5.66136682e+05 -4.43721089e+05 -3.31982665e+05
 -2.32135114e+05 -1.46591684e+05 -7.94841321e+04 -3.31275668e+04
 -7.54683477e+03  1.33320976e-01]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,intermediate,N,"[ 4.80527327e+05  5.28061307e+05  5.53187542e+05  5.62617380e+05
  5.61369409e+05  5.53036079e+05  5.39929150e+05  5.23307089e+05
  5.03917305e+05  4.82079408e+05  4.57808961e+05  4.31076872e+05
  4.01943681e+05  3.70808107e+05  3.38313081e+05  3.05473483e+05
  2.73135718e+05  2.41882857e+05  2.12417620e+05  1.85036307e+05
  1.21731409e+05  8.93858314e+04  6.94192303e+04  5.21222687e+04
  3.75784716e+04  2.57006968e+04  1.61101145e+04  8.65480842e+03
  3.24707398e+03 -1.93267624e-11]",axial resultant along blade span
rotorse.xu_spar,output,,"[6.97692885e-06 2.14414984e+00 1.93885104e+00 1.73086758e+00
 1.40509641e+00 1.15128463e+00 1.01263023e+00 8.99920698e-01
 8.22422718e-01 7.79843603e-01 7.51516387e-01 7.24765812e-01
 7.00514790e-01 6.66577851e-01 6.24956432e-01 5.74386716e-01
 5.24402024e-01 4.76609683e-01 4.30017937e-01 3.69284230e-01
 3.34719821e-01 2.86918387e-01 2.59896956e-01 2.19926835e-01
 1.83133304e-01 1.48393118e-01 1.15851692e-01 8.45514692e-02
 5.54124132e-02 2.97671873e-02]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,output,,"[ 6.97692885e-06 -2.11208179e+00 -2.01254675e+00 -1.67053713e+00
 -1.47596374e+00 -1.26292412e+00 -1.13376587e+00 -1.01625991e+00
 -9.21369780e-01 -8.61507421e-01 -8.17231194e-01 -7.76428045e-01
 -7.41682399e-01 -7.01906700e-01 -6.59828001e-01 -6.10876451e-01
 -5.64766638e-01 -5.20931968e-01 -4.78676080e-01 -4.19566824e-01
 -3.77467016e-01 -3.38915734e-01 -3.14527269e-01 -2.74801784e-01
 -2.32800092e-01 -1.92497999e-01 -1.54475907e-01 -1.17351915e-01
 -8.04654826e-02 -4.95272282e-02]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,output,,"[-2.24985417  0.6807434   0.47535678 -0.2597333  -0.29918636 -0.32913354
 -0.33619551 -0.33830873 -0.34529265 -0.35452481 -0.36629229 -0.38195951
 -0.39420987 -0.40872741 -0.39902016 -0.36243917 -0.33335349 -0.28612399
 -0.23930602  0.07046327 -0.17663522  0.09517739 -0.0994632  -0.07604624
 -0.05456096 -0.03884772 -0.02647868 -0.01489516 -0.00408316  0.00729364]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,output,,"[-2.24985417 -0.66606205 -0.6221361  -1.07134798 -0.89571937 -0.7588144
 -0.66055176 -0.58279672 -0.53391393 -0.50777374 -0.49721592 -0.4963235
 -0.49566512 -0.49876601 -0.47838416 -0.43131621 -0.39261828 -0.33628117
 -0.28051641  0.03867483 -0.19729957  0.08058832 -0.10619979 -0.07584225
 -0.0488684  -0.02931368 -0.01488531 -0.00333876  0.00492343  0.01300822]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,output,,"[ 6.97692885e-06  1.89857366e-02  3.46639348e-01  2.37418854e-01
  1.86742598e-01  1.59469789e-01  1.42293574e-01  1.20426551e-01
  1.09120003e-01  1.07998591e-01  1.10855365e-01  1.12761107e-01
  1.12998200e-01  1.09396505e-01  1.02167435e-01  7.30060536e-02
  6.02576495e-02  4.82136157e-02  3.64199931e-02  2.52445742e-02
  1.82683269e-02  5.64928740e-03 -3.05426311e-03 -1.27565341e-02
 -2.01318887e-02 -2.54421274e-02 -3.03426896e-02 -2.78948935e-02
 -2.49731055e-02 -2.67688934e-02]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,output,,"[ 6.97692885e-06  1.89857366e-02 -2.48805130e-01 -2.41013071e-01
 -1.95280404e-01 -1.62133631e-01 -1.37846159e-01 -1.02965215e-01
 -7.29640588e-02 -5.46011965e-02 -3.90286551e-02 -2.64146539e-02
 -1.71056682e-02 -1.13045918e-02 -8.73118489e-03 -1.32097056e-02
 -1.53978733e-02 -1.78458817e-02 -2.06503681e-02 -2.33300758e-02
 -1.98863143e-02 -2.70512284e-02 -2.88898686e-02 -3.27548552e-02
 -3.37270794e-02 -3.46693863e-02 -3.50940062e-02 -3.40334939e-02
 -3.01610302e-02 -2.67688934e-02]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,output,,"[-2.24985417 -2.24162611  2.15307023  2.38144437  2.41417617  2.42105164
  2.42367496  2.42109242  2.40337121  2.37683918  2.34382205  2.30503147
  2.26823761  2.22708686  2.15424147  2.15988936  2.07697995  1.99878193
  1.90969401  1.80240379  1.61294333  1.54347825  1.39875405  1.24754873
  1.09334225  0.92842731  0.76900647  0.57562195  0.39051608 -0.24016097]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,output,,"[-2.24985417 -2.24162611  2.16936809  2.41144914  2.44615017  2.44952716
  2.4476653   2.43854819  2.41615019  2.38755724  2.35365202  2.31402275
  2.27636405  2.23444073  2.16092042  2.16422703  2.08114656  2.00284876
  1.91360118  1.80605282  1.6161324   1.54639071  1.40125955  1.24951208
  1.09483224  0.92960779  0.75604036  0.57657884  0.39139884 -0.24016097]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,intermediate,m,[15.95967697],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,intermediate,m,[-2.47382133],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,intermediate,m,[-0.00207726],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,intermediate,deg,[8.66871522],total coning angle including precone and curvature
rotorse.rs.tot_loads_gust.aeroloads_Px,intermediate,N/m,"[  373.86296209   457.03683287   699.36452357  1120.80060417
  1659.56659309  2172.84822635  2699.74751914  3337.09412857
  4031.96209068  4816.17755169  5709.51759901  6659.27722651
  7803.10800327  8989.031122   10373.28833363 11362.69299204
 12104.98724175 12613.36027    12923.69971053 13080.15072416
 13089.00574165 13016.15031735 12815.75173594 12422.07443347
 11818.33201369 10867.0049114   9696.85276429  8290.6396686
  6591.65410153  4446.36755233]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,intermediate,N/m,"[   67.65264709   107.48507512   -47.16741116  -422.58617715
  -862.24541986 -1190.60485656 -1417.83243478 -1647.42882737
 -1862.61197799 -2115.16549809 -2397.57669365 -2677.32956347
 -3013.3279742  -3349.39774404 -3739.33852957 -3936.77653713
 -4015.87203995 -4008.38988773 -3940.37189571 -3831.9098434
 -3647.27982333 -3531.83333055 -3349.2162966  -3129.0690625
 -2863.38928058 -2545.42164482 -2174.63068883 -1770.85313879
 -1333.37037952  -851.36255469]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,intermediate,rpm,[7.88077303],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,intermediate,deg,[1.04083409e-17],pitch angle
rotorse.rs.3d_curv,output,deg,"[1.75757473 1.56613347 1.22280224 0.98627999 0.89518913 0.9546546
 1.15666359 1.50372485 1.95899764 2.37646026 2.67067331 2.86097576
 3.04987502 3.43551993 3.92035897 4.26836022 4.51894233 4.91072545
 5.41185868 5.80102602 6.06094891 6.34062796 6.70688153 7.02962787
 7.296611   7.57110956 7.88745863 8.23534516 8.53888039 8.66871522]",total cone angle from precone and curvature
rotorse.split.blade_length,intermediate,m,[100.17549325],blade length
rotorse.split.s,intermediate,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.7        0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",blade nondimensional span location
rotorse.split.chord,intermediate,m,"[4.5        4.51653455 4.59255455 4.72026865 4.75       4.75
 4.75       4.75       4.75       4.75       4.75       4.7
 4.64       4.48       4.30815493 4.07109567 3.83078655 3.59377787
 3.3535724  3.10972681 2.79010443 2.61780457 2.37255549 2.12536608
 1.87360817 1.6133977  1.34551447 1.07050448 0.78813172 0.5       ]",Chord distribution
rotorse.split.coord_xy_interp,intermediate,,"[[[ 1.00000000e+00 -5.22802288e-16]
  [ 9.99429684e-01 -2.22597407e-02]
  [ 9.98063018e-01 -4.44580349e-02]
  ...
  [ 9.98120489e-01  4.38394581e-02]
  [ 9.99443038e-01  2.19496514e-02]
  [ 1.00000000e+00 -5.26271735e-16]]

 [[ 1.00000000e+00 -4.63811846e-04]
  [ 9.98467173e-01 -2.21760738e-02]
  [ 9.96201019e-01 -4.43513952e-02]
  ...
  [ 9.96776877e-01  4.39179785e-02]
  [ 9.98774657e-01  2.22119245e-02]
  [ 1.00000000e+00  3.03878429e-04]]

 [[ 1.00000000e+00 -3.84926541e-03]
  [ 9.90631439e-01 -2.12435866e-02]
  [ 9.80995553e-01 -4.24457781e-02]
  ...
  [ 9.85613808e-01  4.43560536e-02]
  [ 9.93218520e-01  2.41263074e-02]
  [ 1.00000000e+00  2.83048459e-03]]

 ...

 [[ 1.00000000e+00  2.99243424e-04]
  [ 9.76715850e-01  2.78508494e-03]
  [ 9.52832571e-01  4.62553820e-03]
  ...
  [ 9.52575171e-01  9.64309571e-03]
  [ 9.76267770e-01  4.94496385e-03]
  [ 1.00000000e+00  2.99243424e-04]]

 [[ 1.00000000e+00  7.60311480e-05]
  [ 9.76692547e-01  2.94939444e-03]
  [ 9.52952126e-01  4.97097005e-03]
  ...
  [ 9.52775619e-01  1.06814382e-02]
  [ 9.76380589e-01  5.38373218e-03]
  [ 1.00000000e+00  7.60311480e-05]]

 [[ 1.00000000e+00  1.76276899e-06]
  [ 9.76685164e-01  3.14692752e-03]
  [ 9.53182640e-01  5.22846152e-03]
  ...
  [ 9.52998460e-01  1.22336784e-02]
  [ 9.76506117e-01  6.17134718e-03]
  [ 1.00000000e+00  1.76276899e-06]]]",3D array of the non-dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations.
rotorse.split.web_start_nd,intermediate,,"[[0.19443411 0.20023461 0.2034648  0.30301315 0.31493788 0.32707215
  0.33454402 0.34017312 0.344208   0.34620556 0.34732351 0.35134524
  0.35544002 0.36694092 0.37381309 0.38301743 0.3918106  0.39907441
  0.40562439 0.41085998 0.4154427  0.41684124 0.41745388 0.41737886
  0.41698523 0.41540955 0.41172813 0.40481371 0.39152611 0.24523263]
 [0.19443411 0.20023461 0.2034648  0.24546624 0.25456011 0.26361178
  0.26911265 0.27293992 0.27516218 0.27549956 0.2749657  0.27663272
  0.27830614 0.28567273 0.28807906 0.29120514 0.29344287 0.2938854
  0.29316636 0.29067674 0.28457238 0.27990593 0.27146884 0.261506
  0.24994315 0.23522712 0.21550272 0.187438   0.14242594 0.24523263]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
rotorse.split.web_end_nd,intermediate,,"[[0.69444351 0.70077865 0.71106075 0.62799171 0.63332404 0.63500624
  0.63684697 0.63894683 0.64055999 0.64203689 0.64311407 0.64073174
  0.63792618 0.62754015 0.6215407  0.61306844 0.60491657 0.59825344
  0.5923317  0.58775303 0.58405032 0.58310783 0.58307151 0.58367186
  0.58444862 0.58623372 0.59005239 0.59707699 0.6105906  0.75672069]
 [0.69444351 0.70077865 0.71106075 0.68518658 0.69298952 0.69786227
  0.70203834 0.70651572 0.71023507 0.71340178 0.71607006 0.71590727
  0.71540243 0.70890262 0.7072315  0.70464535 0.7028554  0.70286602
  0.704101   0.70720805 0.71426763 0.71947024 0.72861466 0.73920479
  0.75117567 0.76596999 0.78545395 0.8129724  0.85731993 0.75672069]]","2D array of the non-dimensional end point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
rotorse.split.layer_thickness,intermediate,m,"[[ 1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03]
 [ 4.10000000e-02  3.30000000e-02  2.60000000e-02  2.00000000e-02
   1.50000000e-02  1.10000000e-02  8.28454072e-03  6.51243402e-03
   5.36207752e-03  4.70247504e-03  4.40263040e-03  4.33154742e-03
   4.35822991e-03  4.35168169e-03  4.30702965e-03  4.21940069e-03
   4.08392168e-03  3.89571952e-03  3.64992111e-03  3.34165333e-03
   2.86491152e-03  2.57935592e-03  2.14614940e-03  1.69211977e-03
   1.22767857e-03  1.00000000e-03  1.00000000e-03  1.00000000e-03
   1.00000000e-03  1.00000000e-03]
 [ 0.00000000e+00  1.03638639e-02  1.80212345e-02  2.53616596e-02
   3.20681938e-02  3.78238917e-02  4.23118077e-02  4.52149966e-02
   4.62165127e-02  4.56952678e-02  4.40301733e-02  4.16001409e-02
   3.87840821e-02  3.59609085e-02  3.35095318e-02  3.13580743e-02
   2.94346583e-02  2.76674064e-02  2.59844408e-02  2.43138839e-02
   2.20549123e-02  2.08042751e-02  1.89850461e-02  1.71360827e-02
   1.52672963e-02  1.33885984e-02  1.15099005e-02  9.63120264e-03
   7.75250477e-03  5.87380689e-03]
 [ 0.00000000e+00  1.24780597e-02  1.76115740e-02  2.27450883e-02
   2.76641755e-02  3.21544085e-02  3.60013601e-02  3.89906033e-02
   4.09077110e-02  4.15382560e-02  4.11017265e-02  3.98176106e-02
   3.79053964e-02  3.55845720e-02  3.30746256e-02  3.05950453e-02
   2.81565527e-02  2.57698696e-02  2.34457177e-02  2.11948185e-02
   1.83968865e-02  1.69556653e-02  1.49623503e-02  1.30321660e-02
   1.11493299e-02  9.29805909e-03  7.46257101e-03  5.62708293e-03
   3.79159485e-03  1.95610677e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e-03
   3.44239839e-02  1.00000000e-03 -8.13151629e-20  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e-03
   3.44239839e-02  1.00000000e-03 -8.13151629e-20  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.65003373e-03  8.14812366e-03
   9.64621359e-03  1.11443035e-02  1.26025620e-02  1.39811575e-02
   1.52402586e-02  1.63400338e-02  1.72406517e-02  1.79022807e-02
   1.83276090e-02  1.85193246e-02  1.84801155e-02  1.82126698e-02
   1.77196757e-02  1.70038210e-02  1.61057826e-02  1.50662370e-02
   1.35708454e-02  1.27253309e-02  1.15053236e-02  1.03065158e-02
   9.12537420e-03  7.95836553e-03  6.80195656e-03  5.65261407e-03
   4.50680481e-03  3.36099555e-03]
 [ 0.00000000e+00  0.00000000e+00  2.33432275e-02  2.51480648e-02
   2.69529021e-02  2.87577394e-02  3.05625767e-02  3.23674140e-02
   3.39953792e-02  3.52696003e-02  3.60132052e-02  3.60493218e-02
   3.52010780e-02  3.32916017e-02  3.05938669e-02  2.73808473e-02
   2.39255169e-02  2.05008494e-02  1.73798187e-02  1.48353987e-02
   1.22323494e-02  1.10919834e-02  9.70078471e-03  8.50178952e-03
   7.39889612e-03  6.29600271e-03  5.19310930e-03  4.09021589e-03
   2.98732248e-03 -6.50521303e-19]
 [ 0.00000000e+00  0.00000000e+00  2.33432275e-02  2.51480648e-02
   2.69529021e-02  2.87577394e-02  3.05625767e-02  3.23674140e-02
   3.39953792e-02  3.52696003e-02  3.60132052e-02  3.60493218e-02
   3.52010780e-02  3.32916017e-02  3.05938669e-02  2.73808473e-02
   2.39255169e-02  2.05008494e-02  1.73798187e-02  1.48353987e-02
   1.22323494e-02  1.10919834e-02  9.70078471e-03  8.50178952e-03
   7.39889612e-03  6.29600271e-03  5.19310930e-03  4.09021589e-03
   2.98732248e-03 -6.50521303e-19]
 [ 0.00000000e+00  0.00000000e+00  1.86402175e-02  2.29043857e-02
   2.71685539e-02  3.12820798e-02  3.50943212e-02  3.84546359e-02
   4.12123815e-02  4.32169158e-02  4.43175966e-02  4.46317757e-02
   4.42768050e-02  4.33700364e-02  4.20288217e-02  4.03705128e-02
   3.85124616e-02  3.64638788e-02  3.42339751e-02  3.18319613e-02
   2.84675254e-02  2.65484460e-02  2.36853660e-02  2.07018877e-02
   1.76220907e-02  1.44700547e-02  1.12698594e-02  8.04558436e-03
   4.82130936e-03  1.59703436e-03]
 [ 0.00000000e+00  0.00000000e+00  1.06783227e-02  1.30277497e-02
   1.53771767e-02  1.77266036e-02  2.00760306e-02  2.23436643e-02
   2.44477114e-02  2.63063787e-02  2.78378729e-02  2.89604006e-02
   2.95921686e-02  2.97916789e-02  2.96174332e-02  2.91279335e-02
   2.83816816e-02  2.74371794e-02  2.63529289e-02  2.51106409e-02
   2.32295708e-02  2.20787956e-02  2.02526601e-02  1.81953304e-02
   1.58885175e-02  1.33738018e-02  1.06927639e-02  7.88698432e-03
   4.99804368e-03  2.06752250e-03]
 [ 0.00000000e+00  0.00000000e+00  1.17141324e-02  1.47649473e-02
   1.78157623e-02  2.08665773e-02  2.39173922e-02  2.69682072e-02
   3.00190222e-02  3.29529872e-02  3.56532524e-02  3.80029677e-02
   3.98852833e-02  4.11833493e-02  4.17803156e-02  4.17273646e-02
   4.10756783e-02  3.98764390e-02  3.81808288e-02  3.60400301e-02
   3.26797937e-02  3.06420809e-02  2.75162660e-02  2.41934479e-02
   2.07392943e-02  1.72194730e-02  1.36996517e-02  1.01798304e-02
   6.66000904e-03  3.14018771e-03]
 [ 0.00000000e+00  0.00000000e+00  3.59873815e-02  4.39773438e-02
   5.19673061e-02  5.96302097e-02  6.66389959e-02  7.26666060e-02
   7.73859813e-02  8.04700630e-02  8.15917924e-02  8.09966867e-02
   7.89302631e-02  7.56380387e-02  7.13655306e-02  6.63582560e-02
   6.08617321e-02  5.50357312e-02  4.90400260e-02  4.30343888e-02
   3.54771595e-02  3.16324086e-02  2.65556105e-02  2.18699671e-02
   1.74972473e-02  1.33592202e-02  9.37765500e-03  5.47432071e-03
   1.57098642e-03  1.00000000e-03]
 [ 4.10000000e-02  3.30000000e-02  2.60000000e-02  2.00000000e-02
   1.53156219e-02  1.26140524e-02  1.00892854e-02  7.82972209e-03
   5.92376367e-03  4.45981139e-03  3.52626648e-03  3.01625067e-03
   2.82288569e-03  2.83929329e-03  2.95859519e-03  3.07391313e-03
   3.07836885e-03  2.99303427e-03  2.83898133e-03  2.63728196e-03
   2.33877707e-03  2.17523163e-03  1.95702453e-03  1.75179189e-03
   1.55693882e-03  1.36987043e-03  1.18799183e-03  1.00870812e-03
   1.00000000e-03  1.00000000e-03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.16422907e-03
   2.21016153e-03  2.25609398e-03  2.30202643e-03  2.34795888e-03
   2.38578561e-03  2.40740088e-03  2.40469897e-03  2.36957416e-03
   2.29392070e-03  2.16963289e-03  2.01292217e-03  1.84000000e-03
   1.66707783e-03  1.51036711e-03  1.38607930e-03  1.31042584e-03
   1.27397979e-03  1.27259912e-03  1.29421439e-03  1.33204112e-03
   1.37797357e-03  1.42390602e-03  1.46983847e-03  1.51577093e-03
   1.56170338e-03  1.08420217e-19]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.74890612e-02
   3.61172335e-02  3.47454058e-02  3.33630956e-02  3.19598202e-02
   3.05250972e-02  2.90484440e-02  2.75193780e-02  2.59274168e-02
   2.43374498e-02  2.28143666e-02  2.14230569e-02  2.02284101e-02
   1.92953159e-02  1.86886639e-02  1.83467902e-02  1.82080313e-02
   2.00000000e-02  2.00000000e-02  2.00000000e-02  2.00000000e-02
   2.00000000e-02  2.00000000e-02  2.00000000e-02  2.00000000e-02
   2.00000000e-02  6.93889390e-18]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.07236417e-03
   2.11829662e-03  2.16422907e-03  2.21016153e-03  2.25609398e-03
   2.30202643e-03  2.34795888e-03  2.38578561e-03  2.40740088e-03
   2.40469897e-03  2.36957416e-03  2.29392070e-03  2.16963289e-03
   2.01292217e-03  1.84000000e-03  1.66707783e-03  1.51036711e-03
   1.35893442e-03  1.31042584e-03  1.27530103e-03  1.27259912e-03
   1.29421439e-03  1.33204112e-03  1.37797357e-03  1.42390602e-03
   1.46983847e-03  1.08420217e-19]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.51759997e-03
   2.44512991e-03  2.37265986e-03  2.30018980e-03  2.22771975e-03
   2.15449048e-03  2.07974278e-03  2.00271744e-03  1.92265525e-03
   1.83879698e-03  1.75038343e-03  1.66146746e-03  1.57610193e-03
   1.49833970e-03  1.43223365e-03  1.38183663e-03  1.35120150e-03
   1.33654766e-03  1.33604234e-03  1.34493101e-03  1.36040697e-03
   1.37917659e-03  1.39794620e-03  1.41671582e-03  1.43548543e-03
   1.45425505e-03  2.16840434e-19]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.77066146e-02
   3.63461220e-02  3.49856293e-02  3.36139152e-02  3.22197581e-02
   3.07919366e-02  2.93192293e-02  2.77904146e-02  2.61942712e-02
   2.45955568e-02  2.30590296e-02  2.16494473e-02  2.04315680e-02
   2.00000000e-02  2.00000000e-02  2.00000000e-02  2.00000000e-02
   2.00000000e-02  2.00000000e-02  2.00000000e-02  2.00000000e-02
   2.00000000e-02  2.00000000e-02  2.00000000e-02  2.00000000e-02
   2.00000000e-02  6.93889390e-18]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.66254008e-03
   2.59007002e-03  2.51759997e-03  2.44512991e-03  2.37265986e-03
   2.30018980e-03  2.22771975e-03  2.15449048e-03  2.07974278e-03
   2.00271744e-03  1.92265525e-03  1.83879698e-03  1.75038343e-03
   1.66146746e-03  1.57610193e-03  1.49833970e-03  1.43223365e-03
   1.37083839e-03  1.35120150e-03  1.33703462e-03  1.33604234e-03
   1.34493101e-03  1.36040697e-03  1.37917659e-03  1.39794620e-03
   1.41671582e-03  6.50521303e-19]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
